Reference,Publication.Year,Study.Name,Study.Name.numbered,Title,Journal,Impact.Factor.2019,Journal.Publisher,Paper.doi,Paper.Notes,Original.Source.Verified,Uses.Hatching.Success_Failure,Uses.Hatchability,Study.Start,Study.End,No.Breeding.Seasons,Order,Family,Common.Name,Latin.Name,IUCN.Name,BirdTree.Name,BirdTree.Tip,IUCN.Status.Study,IUCN.Status.Current,IUCN.Status.Current_SUB,Threat_Status,Threat_Status_SUB,IUCN.Status.Current.Parent,Regional.Threat.Status,Population.Trend,Location,Location.GPS,Latitude,Longitude,Wild.Managed.Captive,Management,Population.Type,Interventions,Incubation,Nestboxes.Burrows.Sites,Supplementary.Feeding,Artificial.Insemination,Nest.Habitat.Protection,Predator.Control_Exclusion,Fostering,Egg.pulling,Other,Mean.Hatching.Failure.std,Mean.Hatching.Success.std,Standard.Error,Standard.Deviation,CS.BoW,CS.NZBO,CS.Johnsen,Av.Clutch.Size,Av.Clutch.Size.lower,Av.Clutch.Size.upper,Av.Clutch.Size.Mean,log.Clutch.Size,10^.Clutch.Size,Experimental.Manipulation,SS.Pairs,SS.Individuals,SS.Females,SS.Males,SS.Nests,SS.Clutches,SS.Nest.Clutch,SS.Eggs,Eggs.StudyClutch.min,Eggs.StudyClutch.max,Eggs.StudyClutch.Mean,Eggs.CooneyClutch,Egg.NZBO.CS,Egg.BoW.CS,Total,Cases,Proportion,Hatching.Failure.Definition,Hatching.Success.Definition,Standardised.Hatching.Success.Definition,Hatchability.Definition,Standardised.Hatchability.Definition,Other.Definition,Other.Observations,Notes
Walls et al.,2011,Walls et al. 2011,Walls et al. 2011,Effects of incubation delay on viability and microbial growth of Wood Duck (Aix sponsa) eggs,The Auk,2.114,Oxford University Press [American Ornithological Society],﻿10.1525/auk.2011.11124,NA,YES,YES,YES,2009,2009,1,Anseriformes,Anatidae,Wood Duck,Aix_sponsa,Aix_sponsa,Aix sponsa,Aix_sponsa,LC,LC,LC,Non-threatened,Non-threatened,NA,,Increasing,"U. S. Department of Energy's Savannah River Site, west-central South Carolina, USA","﻿33°1′N, 81°3′W",33.0166670,-81.0500000,Wild managed,Managed,,Nest boxes; artificially incubated,Artificial,Yes,No,No,No,No,No,Yes,No,18.41155235,81.58844765,0.00,0.00,,,,10-12 eggs,10,12,11,1.061640934,11.525,Exposed to different lengths of incubation delay,NA,NA,NA,NA,NA,NA,NA,277,NA,NA,NA,NA,NA,NA,277,226,0.815884477,Not stated,Not stated,Not stated,Not stated,Not stated,NA,,HS % from text
Walls et al.,2012,Walls et al. 2012,Walls et al. 2012,Effects of nest reuse and onset of incubation on microbial growth and viability of Wood Duck eggs,The Condor,2.628,Oxford University Press [American Ornithological Society],﻿10.1525/cond.2012.110105,NA,YES,YES,NO,2010,2010,1,Anseriformes,Anatidae,Wood Duck,Aix_sponsa,Aix_sponsa,Aix sponsa,Aix_sponsa,LC,LC,LC,Non-threatened,Non-threatened,NA,,Increasing,"U. S. Department of Energy's Savannah River Site, west-central South Carolina, USA","33.1°N, 81.3°W",33.0166670,-81.0500000,Wild managed,Managed,,Nest boxes,Natural,Yes,No,No,No,No,No,No,No,16.88311688,83.11688312,0.00,0.00,,,,12,12,12,12,1.061640934,11.525,NA,NA,NA,NA,NA,27,NA,27,77,324,324,324,311.175,NA,NA,77,64,0.831168831,Not stated,Not stated,Not stated,NA,NA,NA,,Determined HS by recording the number of unhatched eggs. 3 nests abandoned or destroyed by predators during incubation (not included)
Walls et al.,2015,Walls et al. 2015,Walls et al. 2015 (01),"Effects of coal fly ash on tree swallow reproduction in Watts Bar Reservoir, Tennessee",Integrated Environmental Assessment and Management,3.440,Society of Environmental Toxicology and Chemistry,﻿10.1002/ieam.1585,NA,YES,YES,NO,2010,2010,1,Passeriformes,Hirundinidae,Tree Swallow,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta bicolor,Tachycineta_bicolor,LC,LC,LC,Non-threatened,Non-threatened,NA,,Stable,"Watts Bar Reservoir, Tennessee, USA",NA,35.6990680,-84.7274150,Wild,Unmanaged,coal ash impacted,None,Natural,No,No,No,No,No,No,No,No,12.6,87.4,0.00,0.00,,,,5.1,5.1,5.1,5.1,0.719331287,5.24,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,91,79.534,0.874,Not stated,Not stated,Not stated,NA,NA,NA,,Nests destroyed by predators were excluded
Walls et al.,2015,Walls et al. 2015,Walls et al. 2015 (02),"Effects of coal fly ash on tree swallow reproduction in Watts Bar Reservoir, Tennessee",Integrated Environmental Assessment and Management,3.440,Society of Environmental Toxicology and Chemistry,﻿10.1002/ieam.1585,NA,YES,YES,NO,2010,2010,1,Passeriformes,Hirundinidae,Tree Swallow,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta bicolor,Tachycineta_bicolor,LC,LC,LC,Non-threatened,Non-threatened,NA,,Stable,"Watts Bar Reservoir, Tennessee, USA",NA,35.6990680,-84.7274150,Wild,Unmanaged,reference,None,Natural,No,No,No,No,No,No,No,No,1.5,98.5,0.00,0.00,,,,4.4,4.4,4.4,4.4,0.719331287,5.24,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,10,9.85,0.985,Not stated,Not stated,Not stated,NA,NA,NA,,Nests destroyed by predators were excluded
Wang et al.,2011,Wang et al. 2011,Wang et al. 2011 (01),Microbial and environmental effects on avian egg viability: Do tropical mechanisms act in a temperate environment?,Ecology,4.700,Ecological Society of America and John Wiley & Sons,﻿10.1890/i0012-9658-92-5-1137,NA,YES,YES,YES,2005,2007,3,Passeriformes,Turdidae,Western Bluebird,Sialia_mexicana,Sialia_mexicana,Sialia mexicana,Sialia_mexicana,LC,LC,LC,Non-threatened,Non-threatened,NA,,Increasing,"﻿Hopland Research and Extension Center in Mendocino County, California, USA","39°00'N, 123°04'W",39.0000000,-123.0666670,Wild managed,Managed,,Nest boxes,Natural,Yes,No,No,No,No,No,No,No,7.670259119,92.32974088,0.00,0.00,,,,NA,NA,NA,NA,0.699187097,5.0025,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,84,77.55698234,0.923297409,"""",Egg viability,Egg viability,Not stated,Not stated,NA,,HS% extracted from Figure 3 using WebPlotDigitizer
Wang et al.,2011,Wang et al. 2011,Wang et al. 2011 (02),Microbial and environmental effects on avian egg viability: Do tropical mechanisms act in a temperate environment?,Ecology,4.700,Ecological Society of America and John Wiley & Sons,﻿10.1890/i0012-9658-92-5-1137,NA,YES,YES,YES,2005,2007,3,Passeriformes,Hirundinidae,Tree Swallow,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta bicolor,Tachycineta_bicolor,LC,LC,LC,Non-threatened,Non-threatened,NA,,Stable,"﻿Hopland Research and Extension Center in Mendocino County, California, USA","39°00'N, 123°04'W",39.0000000,-123.0666670,Wild managed,Managed,,Nest boxes,Natural,Yes,No,No,No,No,No,No,No,5.607902729,94.39209727,0.00,0.00,,,,NA,NA,NA,NA,0.719331287,5.24,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,70,66.07446809,0.943920973,"""",Egg viability,Egg viability,Not stated,Not stated,NA,,HS% extracted from Figure 3 using WebPlotDigitizer
Wang et al.,2011,Wang et al. 2011,Wang et al. 2011 (03),Microbial and environmental effects on avian egg viability: Do tropical mechanisms act in a temperate environment?,Ecology,4.700,Ecological Society of America and John Wiley & Sons,﻿10.1890/i0012-9658-92-5-1137,NA,YES,YES,YES,2005,2007,3,Passeriformes,Hirundinidae,Violet-green Swallow,Tachycineta_thalassina,Tachycineta_thalassina,Tachycineta thalassina,Tachycineta_thalassina,LC,LC,LC,Non-threatened,Non-threatened,NA,,Increasing,"﻿Hopland Research and Extension Center in Mendocino County, California, USA","39°00'N, 123°04'W",39.0000000,-123.0666670,Wild managed,Managed,,Nest boxes,Natural,Yes,No,No,No,No,No,No,No,9.83896381,90.16103619,0.00,0.00,,,,NA,NA,NA,NA,0.65641767,4.5333335,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,21,18.9338176,0.901610362,"""",Egg viability,Egg viability,Not stated,Not stated,NA,,HS% extracted from Figure 3 using WebPlotDigitizer
Warburton & Perrin,2005,Warburton & Perrin 2005,Warburton & Perrin 2005,Nest-site characteristics and breeding biology of the black-cheeked Lovebird Agapornis nigrigenis in Zambia,Ostrich,0.628,Taylor & Francis Ltd. with NISC in association with Birdlife South Africa,﻿10.2989/00306520509485489,NA,YES,YES,NO,2000,2000,1,Psittaciformes,Psittacidae,Black-cheeked Lovebird,Agapornis_nigrigenis,Agapornis_nigrigenis,Agapornis nigrigenis,Agapornis_nigrigenis,VU,VU,VU,Threatened,Threatened,NA,,Decreasing,South-west Zambia,﻿15°–17°S and 24°–26°E,-16.0000000,25.0000000,Captive,Managed,,Captive,Natural,Yes,Yes,No,No,No,No,No,No,30.23952096,69.76047904,0.00,0.00,,,,4 ± 0.07,3.93,4.07,4,0.69019608,4.9,NA,NA,NA,NA,NA,NA,226,226,1002,888.18,919.82,904,1107.4,NA,NA,1002,699,0.69760479,Not stated,Not stated,Not stated,NA,NA,NA,,Some birds may have raised more than one brood (second or replacement clutches)
Watson et al.,2014,Watson et al. 2014,Watson et al. 2014,Out of sight but not out of harm's way: Human disturbance reduces reproductive success of a cavity-nesting seabird,Biological Conservation,4.711,Elsevier,﻿10.1016/j.biocon.2014.03.020,NA,YES,YES,NO,2010,2011,2,Procellariiformes,Hydrobatidae,European Storm-petrel/European Storm Petrel,Hydrobates_pelagicus,Hydrobates_pelagicus,Hydrobates pelagicus,Hydrobates_pelagicus,LC,LC,LC,Non-threatened,Non-threatened,NA,,Unknown,"Mousa, Shetland archipelago, UK","﻿60°0'N, 1°10'W",60.0000000,-1.1666670,Wild,Unmanaged,,None,Natural,No,No,No,No,No,No,No,No,25.47133758,74.52866242,0.00,0.00,,,,1,1,1,1,0,1,NA,NA,NA,NA,NA,157,NA,157,157,157,157,157,157,NA,NA,157,117.01,0.745286624,Not stated,Not stated,Not stated,NA,NA,NA,,"Cause of reproductive failure unclear, but no evidence for predation or damage to nests, and no observations of adults fleeing the nest; took mean of both years and disturbance levels from table 1 - no SDs or SEs reported"
Wei et al.,2005,Wei et al. 2005,Wei et al. 2005,"Nesting and disturbance of the Black-faced Spoonbill in Liaoning Province, China",Waterbirds,0.584,The Waterbird Society,﻿10.1675/1524-4695(2005)28[420:nadotb]2.0.co;2,NA,YES,YES,NO,1999,2003,5,Pelecaniformes,Threskiornithidae,Black-faced Spoonbill,Platalea_minor,Platalea_minor,Platalea minor,Platalea_minor,EN,EN,EN,Threatened,Threatened,NA,,Increasing,"Xing-Ren Tuo, Changsan Archipelago, Changhai County, Liaoning Province, China","39°31'N, 123°03'E",39.5166670,123.0500000,Wild,Unmanaged,,None,Natural,No,No,No,No,No,No,No,No,13.79310345,86.20689655,0.00,0.00,,,,2.857142857,2.857142857,2.857142857,2.857142857,NA,NA,NA,NA,NA,NA,NA,12,NA,12,29,34.28571429,34.28571429,34.28571429,NA,NA,NA,29,25,0.862068966,Not stated,Not stated,Not stated,NA,NA,NA,,HS % excluded replacement eggs and collected eggs; egg failure resulted from 4 unfertilised eggs in 3 nests
Wellicome,2005,Wellicome 2005,Wellicome 2005 (01),Hatching asynchrony in Burrowing Owls is influenced by clutch size and hatching success but not by food,Oecologia,2.654,Springer,﻿10.1007/s00442-004-1727-8,NA,YES,YES,NO,1992,1992,1,Strigiformes,Strigidae,Burrowing Owl,Athene_cunicularia,Athene_cunicularia,Athene cunicularia,Athene_cunicularia,Unknown (LR/LC),LC,LC,Non-threatened,Non-threatened,NA,,Decreasing,"Saskatchewan, Canada",NA,52.9399000,-106.4509000,Wild managed,Managed,,Artificial burrows; food supplemented,Natural,Yes,Yes,No,No,No,No,No,No,9.8,90.2,2.80,NA,,,,6-12 eggs,6,12,9,0.892094603,7.8,Food supplemented,11,NA,NA,NA,NA,11,11,NA,66,132,99,85.8,NA,NA,99,89.298,0.902,"""",Number of eggs hatched divided by the number of eggs laid,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA,"﻿The only causes of partial hatching failure were infertility of individual eggs, death of embryos during development or hatching, and, rarely, damage to eggshells caused by incubating females",Excluded depredated nests; no sig. effect of year or treatment (supplemented/unsupplemented)
Wellicome,2005,Wellicome 2005,Wellicome 2005 (02),Hatching asynchrony in Burrowing Owls is influenced by clutch size and hatching success but not by food,Oecologia,2.654,Springer,﻿10.1007/s00442-004-1727-8,NA,YES,YES,NO,1992,1992,1,Strigiformes,Strigidae,Burrowing Owl,Athene_cunicularia,Athene_cunicularia,Athene cunicularia,Athene_cunicularia,Unknown (LR/LC),LC,LC,Non-threatened,Non-threatened,NA,,Decreasing,"Saskatchewan, Canada",NA,52.9399000,-106.4509000,Wild managed,Managed,,Artificial burrows; unsupplemented,Natural,Yes,No,No,No,No,No,No,No,16.2,83.8,5.60,NA,,,,6-12 eggs,6,12,9,0.892094603,7.8,Unsupplemented,11,NA,NA,NA,NA,11,11,NA,66,132,99,85.8,NA,NA,99,82.962,0.838,"""",Number of eggs hatched divided by the number of eggs laid,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA,"﻿The only causes of partial hatching failure were infertility of individual eggs, death of embryos during development or hatching, and, rarely, damage to eggshells caused by incubating females",Excluded depredated nests; no sig. effect of year or treatment (supplemented/unsupplemented)
Wellicome,2005,Wellicome 2005,Wellicome 2005 (03),Hatching asynchrony in Burrowing Owls is influenced by clutch size and hatching success but not by food,Oecologia,2.654,Springer,﻿10.1007/s00442-004-1727-8,NA,YES,YES,NO,1993,1993,1,Strigiformes,Strigidae,Burrowing Owl,Athene_cunicularia,Athene_cunicularia,Athene cunicularia,Athene_cunicularia,Unknown (LR/LC),LC,LC,Non-threatened,Non-threatened,NA,,Decreasing,"Saskatchewan, Canada",NA,52.9399000,-106.4509000,Wild managed,Managed,,Artificial burrows; food supplemented,Natural,Yes,Yes,No,No,No,No,No,No,9.2,90.8,2.80,NA,,,,6-12 eggs,6,12,9,0.892094603,7.8,Food supplemented,14,NA,NA,NA,NA,14,14,NA,84,168,126,109.2,NA,NA,126,114.408,0.908,"""",Number of eggs hatched divided by the number of eggs laid,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA,"﻿The only causes of partial hatching failure were infertility of individual eggs, death of embryos during development or hatching, and, rarely, damage to eggshells caused by incubating females",Excluded depredated nests; no sig. effect of year or treatment (supplemented/unsupplemented)
Wellicome,2005,Wellicome 2005,Wellicome 2005 (04),Hatching asynchrony in Burrowing Owls is influenced by clutch size and hatching success but not by food,Oecologia,2.654,Springer,﻿10.1007/s00442-004-1727-8,NA,YES,YES,NO,1993,1993,1,Strigiformes,Strigidae,Burrowing Owl,Athene_cunicularia,Athene_cunicularia,Athene cunicularia,Athene_cunicularia,Unknown (LR/LC),LC,LC,Non-threatened,Non-threatened,NA,,Decreasing,"Saskatchewan, Canada",NA,52.9399000,-106.4509000,Wild managed,Managed,,Artificial burrows; unsupplemented,Natural,Yes,No,No,No,No,No,No,No,8.8,91.2,2.40,NA,,,,6-12 eggs,6,12,9,0.892094603,7.8,Unsupplemented,23,NA,NA,NA,NA,23,23,NA,138,276,207,179.4,NA,NA,207,188.784,0.912,"""",Number of eggs hatched divided by the number of eggs laid,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA,"﻿The only causes of partial hatching failure were infertility of individual eggs, death of embryos during development or hatching, and, rarely, damage to eggshells caused by incubating females",Excluded depredated nests; no sig. effect of year or treatment (supplemented/unsupplemented)
Wellicome,2005,Wellicome 2005,Wellicome 2005 (05),Hatching asynchrony in Burrowing Owls is influenced by clutch size and hatching success but not by food,Oecologia,2.654,Springer,﻿10.1007/s00442-004-1727-8,NA,YES,YES,NO,1996,1996,1,Strigiformes,Strigidae,Burrowing Owl,Athene_cunicularia,Athene_cunicularia,Athene cunicularia,Athene_cunicularia,Unknown (LR/LC),LC,LC,Non-threatened,Non-threatened,NA,,Decreasing,"Saskatchewan, Canada",NA,52.9399000,-106.4509000,Wild managed,Managed,,Artificial burrows; food supplemented,Natural,Yes,Yes,No,No,No,No,No,No,9.4,90.6,3.80,NA,,,,6-12 eggs,6,12,9,0.892094603,7.8,Food supplemented,17,NA,NA,NA,NA,17,17,NA,102,204,153,132.6,NA,NA,153,138.618,0.906,"""",Number of eggs hatched divided by the number of eggs laid,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA,"﻿The only causes of partial hatching failure were infertility of individual eggs, death of embryos during development or hatching, and, rarely, damage to eggshells caused by incubating females",Excluded depredated nests; no sig. effect of year or treatment (supplemented/unsupplemented)
Wellicome,2005,Wellicome 2005,Wellicome 2005 (06),Hatching asynchrony in Burrowing Owls is influenced by clutch size and hatching success but not by food,Oecologia,2.654,Springer,﻿10.1007/s00442-004-1727-8,NA,YES,YES,NO,1996,1996,1,Strigiformes,Strigidae,Burrowing Owl,Athene_cunicularia,Athene_cunicularia,Athene cunicularia,Athene_cunicularia,Unknown (LR/LC),LC,LC,Non-threatened,Non-threatened,NA,,Decreasing,"Saskatchewan, Canada",NA,52.9399000,-106.4509000,Wild managed,Managed,,Artificial burrows; unsupplemented,Natural,Yes,No,No,No,No,No,No,No,8.9,91.1,2.40,NA,,,,6-12 eggs,6,12,9,0.892094603,7.8,Unsupplemented,16,NA,NA,NA,NA,16,16,NA,96,192,144,124.8,NA,NA,144,131.184,0.911,"""",Number of eggs hatched divided by the number of eggs laid,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA,"﻿The only causes of partial hatching failure were infertility of individual eggs, death of embryos during development or hatching, and, rarely, damage to eggshells caused by incubating females",Excluded depredated nests; no sig. effect of year or treatment (supplemented/unsupplemented)
Wellicome,2005,Wellicome 2005,Wellicome 2005 (07),Hatching asynchrony in Burrowing Owls is influenced by clutch size and hatching success but not by food,Oecologia,2.654,Springer,﻿10.1007/s00442-004-1727-8,NA,YES,YES,NO,1997,1997,1,Strigiformes,Strigidae,Burrowing Owl,Athene_cunicularia,Athene_cunicularia,Athene cunicularia,Athene_cunicularia,Unknown (LR/LC),LC,LC,Non-threatened,Non-threatened,NA,,Decreasing,"Saskatchewan, Canada",NA,52.9399000,-106.4509000,Wild managed,Managed,,Artificial burrows; unsupplemented,Natural,Yes,No,No,No,No,No,No,No,9.2,90.8,2.80,NA,,,,6-12 eggs,6,12,9,0.892094603,7.8,Unsupplemented,20,NA,NA,NA,NA,20,20,NA,120,240,180,156,NA,NA,180,163.44,0.908,"""",Number of eggs hatched divided by the number of eggs laid,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA,"﻿The only causes of partial hatching failure were infertility of individual eggs, death of embryos during development or hatching, and, rarely, damage to eggshells caused by incubating females",Excluded depredated nests; no sig. effect of year or treatment (supplemented/unsupplemented)
White et al.,2008,White et al. 2008,White et al. 2008 (01),Multiple deleterious effects of experimentally aged sperm in a monogamous bird,Proceedings of the National Academy of Sciences of the United States of America,9.412,National Academy of Sciences,﻿10.1073/pnas.0803067105,Found in Pineaux et al. (2019),YES,YES,NO,2004,2006,3,Charadriiformes,Laridae,Black-legged Kittiwake/Arctic Black-legged Kittiwake,Rissa_tridactyla,Rissa_tridactyla,Rissa tridactyla,Rissa_tridactyla,LC,VU,VU,Threatened,Threatened,NA,,Decreasing,"Middleton Island, Gulf of Alaska, USA","59°26'N, 146°20'W",59.4333330,-146.3333330,Wild managed,Managed,,Artificial nest sites; eggs fostered by non-manipulated pairs or artificially incubated,Artificial,Yes,No,No,No,No,Yes,Yes,No,13,87,5.56,NA,,,,2,2,2,2,0.301753253,2.0033335,Males fitted with control rings,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,36,31.32,0.87,Not stated,Not stated,Not stated,NA,NA,NA,,
White et al.,2008,White et al. 2008,White et al. 2008 (02),Multiple deleterious effects of experimentally aged sperm in a monogamous bird,Proceedings of the National Academy of Sciences of the United States of America,9.412,National Academy of Sciences,﻿10.1073/pnas.0803067105,Found in Pineaux et al. (2019),YES,YES,NO,2004,2006,3,Charadriiformes,Laridae,Black-legged Kittiwake/Arctic Black-legged Kittiwake,Rissa_tridactyla,Rissa_tridactyla,Rissa tridactyla,Rissa_tridactyla,LC,VU,VU,Threatened,Threatened,NA,,Decreasing,"Middleton Island, Gulf of Alaska, USA","59°26'N, 146°20'W",59.4333330,-146.3333330,Wild managed,Managed,,Artificial nest sites,Natural,Yes,No,No,No,No,No,No,No,17,83,5.00,NA,,,,2,2,2,2,0.301753253,2.0033335,Unmanipulated,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,58,48.14,0.83,Not stated,Not stated,Not stated,NA,NA,NA,,
Whittaker et al.,2009,Whittaker et al. 2009,Whittaker et al. 2009 (01),Behavioral responses of nesting female dark-eyed juncos Junco hyemalis to hetero- and conspecific passerine preen oils,Journal of Avian Biology,1.799,Wiley-Blackwell [Nordic Society Oikos],﻿10.1111/j.1600-048X.2009.04813.x,NA,YES,YES,NO,2008,2009,2,Passeriformes,Passerellidae,Dark-eyed Junco,Junco_hyemalis,Junco_hyemalis,Junco hyemalis,Junco_hyemalis,Not Recognised (NR),LC,LC,Non-threatened,Non-threatened,NA,,Stable,"Mountain Lake Biological Station, Virginia, USA","﻿37°22'N, 80°32'W",37.3666670,-80.5333330,Wild,Unmanaged,,None,Natural,No,No,No,No,No,No,No,No,9,91,NA,16.00,,,,NA,NA,NA,NA,0.608793374,4.0625,Applied preen gland secretions from conspecific (California junco) to nests and eggs of incubating females,NA,NA,NA,NA,30,NA,8,NA,NA,NA,NA,32.5,NA,NA,32.5,29.575,0.91,"""",Proportion of eggs hatched in nests where at least one egg hatched,Percentage/Proportion of eggs that hatched in successful clutches/nests (at least one egg hatched),NA,NA,NA,,Treatment didn't significantly effect HS%
Whittaker et al.,2009,Whittaker et al. 2009,Whittaker et al. 2009 (02),Behavioral responses of nesting female dark-eyed juncos Junco hyemalis to hetero- and conspecific passerine preen oils,Journal of Avian Biology,1.799,Wiley-Blackwell [Nordic Society Oikos],﻿10.1111/j.1600-048X.2009.04813.x,NA,YES,YES,NO,2008,2009,2,Passeriformes,Passerellidae,Dark-eyed Junco,Junco_hyemalis,Junco_hyemalis,Junco hyemalis,Junco_hyemalis,Not Recognised (NR),LC,LC,Non-threatened,Non-threatened,NA,,Stable,"Mountain Lake Biological Station, Virginia, USA","﻿37°22'N, 80°32'W",37.3666670,-80.5333330,Wild,Unmanaged,,None,Natural,No,No,No,No,No,No,No,No,0,100,NA,0.00,,,,NA,NA,NA,NA,0.608793374,4.0625,Applied preen gland secretions from heterospecific (mockingbird) to nests and eggs of incubating females,NA,NA,NA,NA,30,NA,8,NA,NA,NA,NA,32.5,NA,NA,32.5,32.5,1,"""",Proportion of eggs hatched in nests where at least one egg hatched,Percentage/Proportion of eggs that hatched in successful clutches/nests (at least one egg hatched),NA,NA,NA,,Treatment didn't significantly effect HS%
